filename,algo_type,loop_counter,command,end_of_command,accum,len_list
dbfs:/FileStore/graph_10M_11.txt,distinct,5,it_map,2021-03-24 15:46:54.258776,0,162564
dbfs:/FileStore/graph_10M_11.txt,distinct,5,it_groupby,2021-03-24 15:46:55.691672,0,81283
dbfs:/FileStore/graph_10M_11.txt,distinct,5,it_reduce,2021-03-24 15:46:57.127012,0,81282
dbfs:/FileStore/graph_10M_11.txt,distinct,5,ded_reduce,2021-03-24 15:46:59.408062,0,81282
dbfs:/FileStore/graph_10M_11.txt,min,0,start,2021-03-24 15:46:59.458995,0,0
dbfs:/FileStore/graph_10M_11.txt,min,1,it_map,2021-03-24 15:47:05.556583,0,1788274
dbfs:/FileStore/graph_10M_11.txt,min,1,it_groupby,2021-03-24 15:47:15.286444,0,81283
dbfs:/FileStore/graph_10M_11.txt,min,1,it_reduce,2021-03-24 15:47:19.129864,1632643,1710215
dbfs:/FileStore/graph_10M_11.txt,min,1,ded_map,2021-03-24 15:47:24.947678,3265286,1710215
dbfs:/FileStore/graph_10M_11.txt,min,1,ded_groupby,2021-03-24 15:48:03.163260,4897929,1707308
dbfs:/FileStore/graph_10M_11.txt,min,1,ded_reduce,2021-03-24 15:48:13.946797,4897929,1707308
dbfs:/FileStore/graph_10M_11.txt,min,2,it_map,2021-03-24 15:48:26.918356,0,3414616
dbfs:/FileStore/graph_10M_11.txt,min,2,it_groupby,2021-03-24 15:48:45.161598,0,81283
dbfs:/FileStore/graph_10M_11.txt,min,2,it_reduce,2021-03-24 15:48:50.238076,3251069,3332182
dbfs:/FileStore/graph_10M_11.txt,min,2,ded_map,2021-03-24 15:48:59.665398,6502138,3332182
dbfs:/FileStore/graph_10M_11.txt,min,2,ded_groupby,2021-03-24 15:50:05.664297,9753207,2750189
dbfs:/FileStore/graph_10M_11.txt,min,2,ded_reduce,2021-03-24 15:50:23.457984,9753207,2750189
dbfs:/FileStore/graph_10M_11.txt,min,3,it_map,2021-03-24 15:50:44.518418,0,5500378
